customerid,name,age,purchaseamount,country,date,age_group,purchase_category
737,Theodosia Aumerle,33,2281.98,China,2023-12-17,Young Adult,VIP
738,Avram Grigolli,43,3297.81,China,2021-04-10,Adult,VIP
739,Terrye Gehrts,81,4716.25,Estonia,2023-10-27,Senior,VIP
740,Vanni Crookes,79,3549.03,Poland,2021-07-09,Senior,VIP
741,Leigha Ounsworth,49,2826.1,Moldova,2023-02-02,Adult,VIP
742,Iseabal Geraudy,81,4460.81,Uzbekistan,2023-12-26,Senior,VIP
743,Xenos Achurch,16,3592.45,Russia,2019-04-07,Teen,VIP
744,Sibelle Bumford,97,3596.29,China,2019-12-29,Senior,VIP
745,Caldwell Ivancevic,100,3432.95,United States,2022-08-10,Senior,VIP
746,Berkeley Myers,3,2415.18,Philippines,2023-12-18,Teen,VIP
747,Carlie Wakely,96,2301.24,Philippines,2020-04-04,Senior,VIP
748,Garrek Chesters,30,2410.32,Norway,2023-01-03,Young Adult,VIP
749,Oswald Hilbourne,38,4270.32,China,2019-06-12,Adult,VIP
750,Katinka Tupling,87,37.95,Colombia,2019-01-08,Senior,Low
751,Luz Andrys,43,803.46,Nigeria,2023-07-31,Adult,High
752,Stacy O' Culligan,4,3091.37,Tajikistan,2021-07-02,Teen,VIP
753,Wileen Burcombe,98,2792.02,China,2023-05-11,Senior,VIP
754,Izabel Bonafant,21,4650.17,Thailand,2021-04-16,Young Adult,VIP
755,Krispin Smeeton,81,3309.46,Venezuela,2019-10-22,Senior,VIP
756,Donia Kern,81,753.04,Ecuador,2022-12-31,Senior,High
757,Trina Kitcherside,29,2678.24,Portugal,2019-05-03,Young Adult,VIP
758,Theresina McManamon,7,2917.41,Indonesia,2023-11-04,Teen,VIP
759,Wolfy Bukowski,58,2040.46,Philippines,2021-06-09,Senior,VIP
760,Julee Stetson,23,4110.02,Indonesia,2020-08-06,Young Adult,VIP
761,Hallsy Gotter,29,3357.73,United States,2021-11-05,Young Adult,VIP
762,Lemmie Abrehart,82,205.33,Mexico,2024-08-14,Senior,Medium
763,Dicky Cosins,11,409.56,Russia,2019-03-31,Teen,Medium
764,Moritz Stampe,34,3661.5,China,2022-12-26,Young Adult,VIP
765,Torrence Pacey,97,3324.35,Poland,2025-10-27,Senior,VIP
766,Morgana Whannel,58,4608.78,China,2021-08-08,Senior,VIP
767,Yolanthe Matfield,50,4275.42,Malaysia,2021-06-12,Adult,VIP
768,Barry McTurk,63,4740.18,Russia,2019-11-11,Senior,VIP
769,Tabbi Larderot,3,2866.56,France,2021-11-04,Teen,VIP
770,Inness Sarney,79,4559.92,Colombia,2023-04-25,Senior,VIP
771,Moritz Strowthers,78,580.71,Montenegro,2024-07-17,Senior,High
772,Scottie Alliker,48,555.67,Austria,2023-08-18,Adult,High
773,Barby Brunet,54,3840.56,Ireland,2019-03-16,Senior,VIP
774,Norman Breche,6,2525.25,Albania,2023-01-19,Teen,VIP
775,Isabella Bettesworth,66,3348.16,Portugal,2021-04-01,Senior,VIP
776,Leila Slee,42,1444.42,United States,2019-02-11,Adult,VIP
777,Alec Muck,88,1386.16,South Africa,2024-02-28,Senior,VIP
778,Giustina Vanichkin,47,844.3,Russia,2024-11-29,Adult,High
779,Haley Lorriman,91,2676.12,South Africa,2024-09-12,Senior,VIP
780,Catie Dibsdale,1,4434.31,Poland,2020-05-31,Teen,VIP
781,Clemmy Kaming,80,391.35,Poland,2020-09-24,Senior,Medium
782,Barrie Cheevers,96,1731.94,Mexico,2024-04-03,Senior,VIP
783,Eduardo Bartleman,50,508.51,Japan,2024-05-05,Adult,High
784,Cindee Mottini,17,842.72,Philippines,2021-12-19,Teen,High
785,Isador O'Corren,79,1156.82,Bulgaria,2021-06-14,Senior,VIP
786,Margarette Paten,48,484.15,Bahamas,2024-11-13,Adult,Medium
787,Renaldo Devonald,23,3971.15,China,2025-12-08,Young Adult,VIP
788,Marietta Aldham,10,3200.52,United States,2020-05-30,Teen,VIP
789,Janaye Dallyn,49,4946.29,Indonesia,2022-07-01,Adult,VIP
790,Gordy Trevon,13,960.66,France,2024-10-25,Teen,High
791,Pegeen Alster,4,4593.57,Pakistan,2025-05-27,Teen,VIP
792,Timoteo Hullyer,94,222.3,Afghanistan,2025-07-04,Senior,Medium
793,Moss Wolton,29,4661.72,China,2019-02-05,Young Adult,VIP
794,Sylvester McRuvie,31,2353.88,Luxembourg,2023-12-06,Young Adult,VIP
795,Marylee Hinrich,91,389.01,China,2022-09-16,Senior,Medium
796,Arlie Driver,77,4649.17,Bulgaria,2024-10-04,Senior,VIP
797,Alastair O'Haire,54,4964.06,Thailand,2024-10-09,Senior,VIP
798,Stacy Stear,78,1320.44,Russia,2023-10-06,Senior,VIP
799,Felicio Moffet,88,2686.21,Indonesia,2025-01-06,Senior,VIP
800,Tera Sebrens,64,4054.4,Yemen,2023-10-17,Senior,VIP
801,Putnem Donnelly,20,3576.45,China,2021-12-20,Young Adult,VIP
802,Paul Aymes,50,2521.86,Indonesia,2024-05-07,Adult,VIP
803,Donnamarie La Croce,81,4748.89,Serbia,2020-01-29,Senior,VIP
804,Idalina Pagnin,42,866.97,Kosovo,2022-10-18,Adult,High
805,Hilarius Pickrill,84,4104.77,Russia,2020-06-18,Senior,VIP
806,Reine Edgeller,16,4098.57,Philippines,2024-10-13,Teen,VIP
807,Sullivan Wiskar,46,3484.82,South Sudan,2019-07-15,Adult,VIP
808,Lorne Wickstead,92,4511.87,Portugal,2019-08-26,Senior,VIP
809,Truman Tunno,78,3752.7,Bangladesh,2024-01-31,Senior,VIP
810,Erie Drever,99,2114.28,Greece,2025-08-22,Senior,VIP
811,Maximilien McMains,25,1910.2,Sweden,2023-01-09,Young Adult,VIP
812,Aili Meneux,20,540.95,Mayotte,2020-12-02,Young Adult,High
813,Roana Ramsbottom,25,769.7,United States,2021-12-02,Young Adult,High
814,Tyson Illingworth,48,3346.0,Russia,2019-04-14,Adult,VIP
815,Karin Kilkenny,6,2431.23,Greece,2022-04-28,Teen,VIP
816,Penny Meacher,82,1310.56,Japan,2021-03-15,Senior,VIP
817,Emili Raiker,91,3947.57,Malaysia,2022-10-09,Senior,VIP
818,Alphard McCourt,26,4801.82,Thailand,2020-05-15,Young Adult,VIP
819,Perla Jurisic,82,406.07,Poland,2020-06-23,Senior,Medium
820,Ricky Mathet,12,2819.39,Portugal,2025-09-06,Teen,VIP
821,Lizabeth Blomfield,27,2921.0,Nigeria,2022-10-26,Young Adult,VIP
822,Kamila Finby,39,3956.26,Lithuania,2021-08-11,Adult,VIP
823,Arie O'Coskerry,69,4572.99,China,2020-08-14,Senior,VIP
824,Pamelina Vickery,16,859.06,China,2024-11-06,Teen,High
825,Maison Kyncl,62,2483.7,China,2025-08-17,Senior,VIP
826,Felipe Rushman,62,1885.9,Mexico,2024-05-26,Senior,VIP
827,Dino Huxham,28,2386.46,Philippines,2021-04-27,Young Adult,VIP
828,Benjy Meconi,47,4921.92,China,2020-10-14,Adult,VIP
829,Renie Lusted,18,4922.29,Czech Republic,2025-02-03,Teen,VIP
830,Imelda Briiginshaw,30,288.72,Japan,2021-09-10,Young Adult,Medium
831,Berty Adolthine,75,3519.02,Indonesia,2025-05-30,Senior,VIP
832,Genni Boggish,74,1900.2,Zimbabwe,2022-04-30,Senior,VIP
833,Kristos Lasslett,34,1348.09,Iran,2020-08-26,Young Adult,VIP
834,Galvan Attenburrow,3,622.28,Indonesia,2023-11-09,Teen,High
835,Wynn Klaas,17,3719.78,Albania,2025-08-30,Teen,VIP
836,Farlie Pietruszewicz,81,402.39,Albania,2020-02-20,Senior,Medium
837,Wheeler Guilfoyle,97,2304.69,Italy,2022-05-20,Senior,VIP
838,Ronica Moresby,62,1621.25,Morocco,2021-05-21,Senior,VIP
839,Seamus Ludy,37,4612.89,Indonesia,2023-11-14,Adult,VIP
840,Aldin Kippins,86,526.07,Afghanistan,2025-07-30,Senior,High
841,Rooney Rowson,16,4980.94,China,2021-10-23,Teen,VIP
842,Celka Beaves,15,3518.33,Slovenia,2019-03-18,Teen,VIP
843,Laurette Timeby,79,4024.14,Albania,2019-09-21,Senior,VIP
844,Nathalie Casarino,1,1545.71,Tanzania,2022-04-15,Teen,VIP
845,Yetty Fearfull,4,1385.78,France,2020-01-28,Teen,VIP
846,Sonni Yegorov,28,3689.24,Cyprus,2022-02-24,Young Adult,VIP
847,Trent Hedan,45,1128.33,Indonesia,2024-11-11,Adult,VIP
848,Nan Benge,44,3918.03,Sweden,2019-01-13,Adult,VIP
849,Tremaine Dulinty,13,1270.13,Brazil,2021-10-04,Teen,VIP
850,Cheslie Bloom,87,3679.78,Russia,2019-12-08,Senior,VIP
851,Nadiya Morican,6,4059.56,Greece,2019-02-06,Teen,VIP
852,Sheppard Redmore,22,2996.7,Turkmenistan,2025-05-29,Young Adult,VIP
853,Kyle Junkin,34,4185.82,Japan,2023-03-22,Young Adult,VIP
854,Fonsie Tratton,5,874.71,China,2019-03-11,Teen,High
855,Kaitlin Danton,25,1038.33,Indonesia,2023-05-07,Young Adult,VIP
856,Prescott Georgeot,54,2906.65,Sweden,2023-12-17,Senior,VIP
857,Tildy Fannin,61,3520.52,China,2021-12-28,Senior,VIP
858,Kelsy Wippermann,49,4986.91,Honduras,2020-03-19,Adult,VIP
859,Alfredo Trammel,21,4130.48,Portugal,2019-08-20,Young Adult,VIP
860,Elita Gelland,29,1856.96,Indonesia,2022-09-26,Young Adult,VIP
861,Gabriellia Nugent,90,1013.37,Kazakhstan,2023-03-26,Senior,VIP
862,Prissie Wakelin,18,2149.8,Vietnam,2024-06-08,Teen,VIP
863,Bride Oxbrough,66,4556.01,Dominican Republic,2022-09-21,Senior,VIP
864,Elsy Zambon,83,2792.73,Brazil,2021-08-13,Senior,VIP
865,Roddie Habin,9,4447.7,Peru,2024-04-23,Teen,VIP
866,Charlean Soitoux,8,1564.98,China,2022-11-25,Teen,VIP
867,Shirley Dolan,9,186.0,Portugal,2023-06-05,Teen,Medium
868,Titos Vivian,66,961.6,China,2024-11-03,Senior,High
869,Ursulina Entwistle,88,4668.31,Ukraine,2021-09-15,Senior,VIP
870,Klemens Copley,5,3310.33,Indonesia,2019-01-31,Teen,VIP
871,Goddart Hutable,51,1233.72,Japan,2023-04-04,Senior,VIP
872,Thadeus Beatty,64,4796.6,Tanzania,2024-12-07,Senior,VIP
873,Paola Casero,100,366.88,China,2025-06-09,Senior,Medium
874,Crystie Loughney,76,3748.89,China,2019-08-07,Senior,VIP
875,Thain Tideswell,100,3348.8,China,2021-02-09,Senior,VIP
876,Anthea Youell,26,4274.83,China,2019-03-03,Young Adult,VIP
877,Nicolle Kehri,27,3669.21,Croatia,2023-03-27,Young Adult,VIP
878,Killie Stayt,20,841.36,Sierra Leone,2024-10-27,Young Adult,High
879,Burlie Bradburn,18,4473.95,Russia,2022-02-27,Teen,VIP
880,Valdemar Beardow,92,1944.38,Indonesia,2022-09-06,Senior,VIP
881,Anderea Rollins,38,1800.54,Brazil,2022-02-05,Adult,VIP
882,Van Lexa,2,3030.01,Philippines,2019-07-01,Teen,VIP
883,Jacklin Tunnacliffe,43,1238.53,Moldova,2025-05-26,Adult,VIP
884,Alexi Stute,62,234.27,Indonesia,2021-01-25,Senior,Medium
885,Beatrix Gemelli,4,3317.25,China,2021-01-27,Teen,VIP
886,Kandace Balbeck,92,477.19,Indonesia,2025-11-28,Senior,Medium
887,Jammie Birkenhead,60,3569.35,Brazil,2025-06-25,Senior,VIP
888,Roley Syratt,38,3111.01,Japan,2023-08-06,Adult,VIP
889,Robert Cristofano,63,2563.97,Russia,2023-10-21,Senior,VIP
890,Rachele Dulinty,77,1431.53,Palestinian Territory,2020-12-06,Senior,VIP
891,Lesli Drynan,81,2642.25,Philippines,2020-03-06,Senior,VIP
892,Shepherd Digle,3,169.46,China,2021-06-24,Teen,Medium
893,Melisse Collough,100,3785.42,South Africa,2023-06-02,Senior,VIP
894,Rutledge Esparza,31,2390.93,China,2019-03-18,Young Adult,VIP
895,Karisa Wiper,73,1696.44,Malaysia,2024-08-28,Senior,VIP
896,Betteanne Beddoes,2,4391.48,Sweden,2025-06-09,Teen,VIP
897,Millard Balsdon,22,2888.26,China,2021-03-21,Young Adult,VIP
898,Vally Franklyn,56,3049.83,France,2022-01-12,Senior,VIP
899,Clare Olley,84,344.42,China,2023-10-25,Senior,Medium
900,Sheilah Klich,41,3755.75,Serbia,2021-02-17,Adult,VIP
901,Bartolomeo Radmer,93,1964.68,Indonesia,2025-01-28,Senior,VIP
902,Garrott Barbary,2,2588.39,Portugal,2023-05-12,Teen,VIP
903,Annabela Lambrook,44,4240.13,Indonesia,2019-11-05,Adult,VIP
904,Caroline Hynam,3,4504.44,Democratic Republic of the Congo,2020-09-27,Teen,VIP
905,Joyous Lockitt,37,3781.83,Pitcairn,2020-05-13,Adult,VIP
906,Daune Dannehl,90,1258.61,Brazil,2025-07-19,Senior,VIP
907,Perri Parsons,9,4040.74,Greece,2023-04-18,Teen,VIP
908,Charlot Salatino,8,4414.81,Indonesia,2022-08-12,Teen,VIP
909,Artemis Kingswood,74,3505.62,Portugal,2021-08-22,Senior,VIP
910,Rosalinda Hardware,54,3014.02,Sweden,2022-11-23,Senior,VIP
911,Ilise Etchingham,56,1968.74,Russia,2019-09-29,Senior,VIP
912,Augustine Smidmore,76,1207.13,France,2019-03-10,Senior,VIP
913,Carmelina Wilsone,32,3429.72,China,2023-10-11,Young Adult,VIP
914,Andris Durand,51,3427.02,Indonesia,2023-10-07,Senior,VIP
915,Cindra Toffanelli,24,3009.39,Indonesia,2025-04-22,Young Adult,VIP
916,Norman Sellack,91,4729.01,Croatia,2019-05-31,Senior,VIP
917,Alvina China,92,16.29,China,2024-12-16,Senior,Low
918,Dudley Kolyagin,76,157.52,Indonesia,2020-02-22,Senior,Medium
919,Latrina Caldera,99,253.19,Angola,2022-11-15,Senior,Medium
920,Terza Mannakee,52,328.98,Guatemala,2025-06-28,Senior,Medium
921,Ellerey Alywin,92,3397.18,Brazil,2021-08-15,Senior,VIP
922,Dallas Morden,56,4496.49,China,2022-09-26,Senior,VIP
923,Arley Desmond,76,3515.04,Azerbaijan,2020-04-02,Senior,VIP
924,Torrance Laybourn,36,3714.75,Portugal,2021-07-10,Adult,VIP
925,Artur Southall,48,3334.88,Belgium,2019-04-07,Adult,VIP
926,Nelli Corten,11,2994.52,Philippines,2022-05-30,Teen,VIP
927,Carma Blenkiron,77,2106.28,Philippines,2023-11-21,Senior,VIP
928,Kendal Proschke,24,4128.52,Uruguay,2023-09-28,Young Adult,VIP
929,Shellysheldon McGiffin,78,2609.94,Ukraine,2023-03-22,Senior,VIP
930,Pier Trenbey,74,1078.3,Mongolia,2023-12-17,Senior,VIP
931,Yvor Gavin,58,2840.44,China,2025-10-16,Senior,VIP
932,Chan Dubois,82,1232.57,Croatia,2021-06-05,Senior,VIP
933,Thornton Janata,52,3416.56,Russia,2024-03-23,Senior,VIP
934,Felicia Grevatt,81,2998.22,Argentina,2024-05-07,Senior,VIP
935,Cornell Dielhenn,11,3956.3,South Africa,2021-02-17,Teen,VIP
936,Angeli O'Farris,44,3691.51,Indonesia,2021-12-14,Adult,VIP
937,Jason Braddock,87,3726.11,China,2023-06-09,Senior,VIP
938,Michaela Macilhench,50,1508.47,Indonesia,2025-11-09,Adult,VIP
939,Isidora Hazelden,24,3435.28,China,2020-01-31,Young Adult,VIP
940,Ines Biggs,92,4209.14,China,2020-07-13,Senior,VIP
941,Vaughn Worsnap,10,4308.8,Portugal,2025-05-14,Teen,VIP
942,Esme Helstrip,35,1007.28,Yemen,2020-02-11,Young Adult,VIP
943,Cullin Vaughan-Hughes,51,4141.02,Brazil,2020-10-29,Senior,VIP
944,Whittaker Haet,82,1311.35,Norway,2023-09-18,Senior,VIP
945,Pietrek Nannoni,14,4419.32,Japan,2019-01-07,Teen,VIP
946,Vanessa Feben,55,1258.17,China,2023-06-17,Senior,VIP
947,Sancho Wardrop,48,3206.98,Philippines,2025-03-08,Adult,VIP
948,Alic Whightman,88,3135.72,Indonesia,2020-04-11,Senior,VIP
949,Nicolai Garralts,47,1323.23,Cameroon,2022-11-14,Adult,VIP
950,Hertha Massei,89,782.08,Philippines,2024-06-15,Senior,High
951,Chico Eakin,83,3441.16,Indonesia,2023-03-27,Senior,VIP
952,Rolf Wildblood,42,2639.81,France,2019-04-16,Adult,VIP
953,Henrik Dabels,23,3193.01,Ukraine,2021-11-04,Young Adult,VIP
954,Austina Cawdron,38,1953.82,Peru,2019-01-04,Adult,VIP
955,Babbette Gowman,78,224.32,China,2024-09-04,Senior,Medium
956,Fraze Arnatt,45,4673.14,Poland,2024-08-10,Adult,VIP
957,Tonie Tocknell,97,4401.29,China,2024-12-19,Senior,VIP
958,Che Ingrem,41,1989.72,Indonesia,2023-07-27,Adult,VIP
959,Caro Lowles,27,4368.16,Brazil,2020-11-08,Young Adult,VIP
960,Karin Oswald,90,2122.46,China,2022-01-12,Senior,VIP
961,Garrick Poter,96,3843.6,Russia,2022-07-08,Senior,VIP
962,Jamaal Adamkiewicz,81,2558.71,United States,2020-01-26,Senior,VIP
963,Jo-anne Clutram,89,2029.62,Kazakhstan,2021-12-15,Senior,VIP
964,Delly Danton,90,47.58,Russia,2021-09-24,Senior,Low
965,Barbie Halegarth,41,4704.56,Brazil,2020-10-05,Adult,VIP
966,Tirrell Oley,14,4752.28,China,2022-02-24,Teen,VIP
967,Hettie Keymar,15,3842.35,Thailand,2025-03-11,Teen,VIP
968,Trent Mangam,91,1144.24,Croatia,2023-10-22,Senior,VIP
969,Maurits Irving,11,2262.07,China,2022-05-11,Teen,VIP
970,Leeanne Truce,90,4028.29,France,2020-06-11,Senior,VIP
971,Lexis Summons,83,1880.32,Brazil,2020-05-19,Senior,VIP
972,Othelia Seer,35,4674.51,Indonesia,2019-12-24,Young Adult,VIP
973,Carina Joel,17,740.68,Indonesia,2020-05-09,Teen,High
974,Basile Pearl,35,1519.1,Portugal,2020-12-26,Young Adult,VIP
975,Gideon Frew,29,1195.26,China,2025-01-22,Young Adult,VIP
976,Mia MacCallion,72,4306.77,Poland,2024-05-18,Senior,VIP
977,Cointon Gowlett,79,4754.46,Finland,2024-11-12,Senior,VIP
978,Tammie Manicom,61,837.27,China,2022-10-23,Senior,High
979,Betteann Cawthron,79,3775.78,Portugal,2021-05-24,Senior,VIP
980,Donnell Patullo,92,4859.47,Colombia,2021-01-02,Senior,VIP
981,Candide Daelman,73,4662.86,Philippines,2021-03-02,Senior,VIP
982,Terrie Huddle,68,2384.19,France,2025-03-09,Senior,VIP
983,Winfred Dunbar,56,3827.36,China,2023-10-26,Senior,VIP
984,Minni Corpe,31,4571.3,Netherlands,2025-09-28,Young Adult,VIP
985,Aaren Roddy,81,3760.95,Ukraine,2022-11-07,Senior,VIP
986,Marlin Seeman,90,4141.63,Russia,2020-01-03,Senior,VIP
987,Merilyn Dybbe,77,674.1,Portugal,2022-10-11,Senior,High
988,Dennis Chander,20,3646.22,Indonesia,2024-10-14,Young Adult,VIP
989,Chlo Malcolmson,55,654.83,South Africa,2019-03-26,Senior,High
990,Hewitt Fewings,22,480.78,Brazil,2025-08-26,Young Adult,Medium
991,Candra Ellis,14,1600.27,China,2019-09-10,Teen,VIP
992,Bessie Mugridge,91,1292.04,Thailand,2021-04-07,Senior,VIP
993,Ernestus Standeven,45,2556.16,China,2024-05-29,Adult,VIP
994,Kevin Drewet,86,2363.35,Greece,2024-02-02,Senior,VIP
995,Rikki Liccardi,94,3412.96,China,2025-11-14,Senior,VIP
996,Karlyn Baiden,13,3539.72,Serbia,2019-01-01,Teen,VIP
997,Dagny Rankcom,27,2303.1,China,2019-06-06,Young Adult,VIP
998,Clemmie Hebble,23,4419.31,Brazil,2022-03-20,Young Adult,VIP
999,Sheffy Plumtree,12,3856.43,Indonesia,2021-09-02,Teen,VIP
1000,Kurt Quaif,68,1174.88,Micronesia,2020-12-03,Senior,VIP
