customerid,name,age,purchaseamount,country,date
938,Michaela Macilhench,50,1508.47,Indonesia,2025-11-09
939,Isidora Hazelden,24,3435.28,China,2020-01-31
940,Ines Biggs,92,4209.14,China,2020-07-13
941,Vaughn Worsnap,10,4308.8,Portugal,2025-05-14
942,Esme Helstrip,35,1007.28,Yemen,2020-02-11
943,Cullin Vaughan-Hughes,51,4141.02,Brazil,2020-10-29
944,Whittaker Haet,82,1311.35,Norway,2023-09-18
945,Pietrek Nannoni,14,4419.32,Japan,2019-01-07
946,Vanessa Feben,55,1258.17,China,2023-06-17
947,Sancho Wardrop,48,3206.98,Philippines,2025-03-08
948,Alic Whightman,88,3135.72,Indonesia,2020-04-11
949,Nicolai Garralts,47,1323.23,Cameroon,2022-11-14
950,Hertha Massei,89,782.08,Philippines,2024-06-15
951,Chico Eakin,83,3441.16,Indonesia,2023-03-27
952,Rolf Wildblood,42,2639.81,France,2019-04-16
953,Henrik Dabels,23,3193.01,Ukraine,2021-11-04
954,Austina Cawdron,38,1953.82,Peru,2019-01-04
955,Babbette Gowman,78,224.32,China,2024-09-04
956,Fraze Arnatt,45,4673.14,Poland,2024-08-10
957,Tonie Tocknell,97,4401.29,China,2024-12-19
958,Che Ingrem,41,1989.72,Indonesia,2023-07-27
959,Caro Lowles,27,4368.16,Brazil,2020-11-08
960,Karin Oswald,90,2122.46,China,2022-01-12
961,Garrick Poter,96,3843.6,Russia,2022-07-08
962,Jamaal Adamkiewicz,81,2558.71,United States,2020-01-26
963,Jo-anne Clutram,89,2029.62,Kazakhstan,2021-12-15
964,Delly Danton,90,47.58,Russia,2021-09-24
965,Barbie Halegarth,41,4704.56,Brazil,2020-10-05
966,Tirrell Oley,14,4752.28,China,2022-02-24
967,Hettie Keymar,15,3842.35,Thailand,2025-03-11
968,Trent Mangam,91,1144.24,Croatia,2023-10-22
969,Maurits Irving,11,2262.07,China,2022-05-11
970,Leeanne Truce,90,4028.29,France,2020-06-11
971,Lexis Summons,83,1880.32,Brazil,2020-05-19
972,Othelia Seer,35,4674.51,Indonesia,2019-12-24
973,Carina Joel,17,740.68,Indonesia,2020-05-09
974,Basile Pearl,35,1519.1,Portugal,2020-12-26
975,Gideon Frew,29,1195.26,China,2025-01-22
976,Mia MacCallion,72,4306.77,Poland,2024-05-18
977,Cointon Gowlett,79,4754.46,Finland,2024-11-12
978,Tammie Manicom,61,837.27,China,2022-10-23
979,Betteann Cawthron,79,3775.78,Portugal,2021-05-24
980,Donnell Patullo,92,4859.47,Colombia,2021-01-02
981,Candide Daelman,73,4662.86,Philippines,2021-03-02
982,Terrie Huddle,68,2384.19,France,2025-03-09
983,Winfred Dunbar,56,3827.36,China,2023-10-26
984,Minni Corpe,31,4571.3,Netherlands,2025-09-28
985,Aaren Roddy,81,3760.95,Ukraine,2022-11-07
986,Marlin Seeman,90,4141.63,Russia,2020-01-03
987,Merilyn Dybbe,77,674.1,Portugal,2022-10-11
988,Dennis Chander,20,3646.22,Indonesia,2024-10-14
989,Chlo Malcolmson,55,654.83,South Africa,2019-03-26
990,Hewitt Fewings,22,480.78,Brazil,2025-08-26
991,Candra Ellis,14,1600.27,China,2019-09-10
992,Bessie Mugridge,91,1292.04,Thailand,2021-04-07
993,Ernestus Standeven,45,2556.16,China,2024-05-29
994,Kevin Drewet,86,2363.35,Greece,2024-02-02
995,Rikki Liccardi,94,3412.96,China,2025-11-14
996,Karlyn Baiden,13,3539.72,Serbia,2019-01-01
997,Dagny Rankcom,27,2303.1,China,2019-06-06
998,Clemmie Hebble,23,4419.31,Brazil,2022-03-20
999,Sheffy Plumtree,12,3856.43,Indonesia,2021-09-02
1000,Kurt Quaif,68,1174.88,Micronesia,2020-12-03
